MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
53302,2009/10/26,2010/6/2,男,5,成都市,四川省,CN,37,2014/3/31,36,36916,0,0,23185,27803,64999,43554.32,2014/3/30,4.5,4614.5,14,2,20.42857143,71,0,1971,0,0.67007677,18,18,16506,20410,0,1971,1971,1971,38887,22381,0.5,0.5,0.447111087,0.552861825,1
35723,2005/6/19,2005/6/19,男,4,长春,吉林,CN,62,2014/3/31,40,32620,0,902,15744,8914,65936,43552.85,2014/3/27,5,4077.5,85,5,16.43589744,72,186,51,3,0.660532183,17,23,15062,17558,902,237,1139,953,33759,18511,0.575,0.425,0.461727108,0.538242237,6
6163,2011/12/15,2011/12/16,男,4,广州,广东,CN,39,2014/3/31,25,43446,0,0,14695,14739,55977,43538.6,2014/3/4,3.125,5430.75,5,28,29.08333333,140,0,0,0,0.777794451,15,10,13864,29582,0,0,0,0,43446,29582,0.4,0.6,0.319101434,0.68087555,0
8261,2010/5/13,2011/3/23,男,4,乌鲁木齐,新疆,CN,33,2014/3/31,22,37944,0,0,12412,22614,52441,43533.26,2014/3/24,2.75,4743,73,8,30.95238095,235,0,0,2,0.830137869,8,14,12988,24956,0,0,0,0,37944,24956,0.636363636,0.363636364,0.342284886,0.65768876,2
37453,2010/8/3,2011/3/3,男,5,广州,广东,CN,39,2014/3/31,37,33431,0,0,20261,18117,67625,43521.48,2014/3/22,4.625,4178.875,5,10,19.88888889,89,1500,0,0,0.643570869,19,18,16326,17105,0,1500,1500,0,34931,17105,0.486486486,0.513513514,0.48833453,0.511635559,1
56197,2005/4/7,2005/4/7,男,5,广州,广东,CN,61,2014/3/31,46,36622,0,1233,17209,23529,68416,43519.39,2014/3/28,5.75,4577.75,1,4,16.13333333,48,0,0,0,0.636099597,21,25,15857,20765,1233,0,1233,1233,37855,21998,0.543478261,0.456521739,0.432979275,0.566993419,0
29519,2007/8/16,2007/9/4,男,5,广州,广东,CN,42,2014/3/31,49,35075,0,1396,18530,23536,63826,43516.15,2014/3/21,6.125,4384.375,9,11,14.8125,69,0,0,3,0.68179347,24,25,16420,18655,1396,0,1396,1396,36471,20051,0.510204082,0.489795918,0.468126354,0.531845136,6
32160,2011/3/31,2011/3/31,男,4,广州,广东,CN,30,2014/3/31,18,34669,0,0,19749,3000,78496,43510.84,2014/2/17,2.25,4333.625,2,44,40.29411765,369,0,0,0,0.554306461,13,5,28974,5695,0,0,0,0,34669,5695,0.277777778,0.722222222,0.835708105,0.164263052,0
15063,2012/3/15,2012/3/15,男,5,广州,广东,CN,36,2014/3/31,53,41484,0,2795,23168,22685,53819,43505.87,2014/3/10,6.625,5185.5,74,22,12.21153846,53,0,0,1,0.808373809,27,26,20351,21133,2795,0,2795,2795,44279,23928,0.490566038,0.509433962,0.490562854,0.509413041,2
25443,2012/12/21,2012/12/21,男,5,厦门,福建,CN,63,2014/3/31,24,41209,0,1555,7370,32661,30778,43502.33,2014/3/30,4,6868.166667,0,2,20.2173913,77,0,1000,0,1.413422899,4,20,7707,33502,1555,1000,2555,2555,43764,36057,0.833333333,0.166666667,0.187017714,0.81295802,2
4352,2009/12/3,2010/2/12,男,6,,北京,CN,41,2014/3/31,40,39047,0,954,20187,19667,52909,43500.99,2014/3/16,5,4880.875,0,16,18.33333333,106,0,0,0,0.822185072,19,21,18501,20546,954,0,954,954,40001,21500,0.525,0.475,0.473801475,0.526172915,3
12796,2008/12/15,2009/1/20,男,5,广州,广东,CN,36,2014/3/31,31,42668,0,1766,6336,32271,51220,43472.73,2014/3/28,3.875,5333.5,243,4,16.13333333,70,494,0,0,0.848745217,6,25,6888,35780,1766,494,2260,1766,44928,37546,0.806451613,0.193548387,0.161428672,0.838547892,1
58596,2011/4/11,2011/5/18,男,5,上海,上海,CN,37,2014/3/31,52,37012,0,2189,7000,16646,68879,43471.45,2014/3/31,6.5,4626.5,5,1,14.21568627,54,0,1621,3,0.631127775,23,29,16615,20397,2189,1621,3810,3810,40822,24207,0.557692308,0.442307692,0.448896334,0.551076649,9
52062,2012/9/30,2012/11/8,男,4,上海,上海,CN,37,2014/3/31,55,37723,0,5076,12481,31327,56347,43461.86,2014/3/30,7.857142857,5389,39,2,9.407407407,63,0,0,2,0.771325181,19,36,10724,26999,5076,0,5076,5076,42799,32075,0.654545455,0.345454545,0.284275262,0.715698229,3
47466,2007/6/14,2007/7/12,男,4,深圳,广东,CN,50,2014/3/31,31,37007,0,0,14422,20697,62610,43458.87,2014/3/16,3.875,4625.875,29,16,22.86666667,68,0,0,0,0.694120268,14,17,14231,22776,0,0,0,0,37007,22776,0.548387097,0.451612903,0.384538478,0.615434501,0
39382,2008/8/30,2012/4/29,男,6,长沙,湖南,CN,41,2014/3/31,36,46699,0,3419,17845,27421,32898,43457.38,2014/3/13,4.5,5837.375,28,19,19.54285714,68,1776,0,0,1.320973311,14,22,17567,29132,3419,1776,5195,3419,51894,32551,0.611111111,0.388888889,0.376167024,0.623811563,2
32447,2012/6/18,2012/7/7,男,5,上海,上海,CN,55,2014/3/31,44,41112,0,733,12407,16375,54276,43451.91,2014/1/26,5.5,5139,19,66,13.20930233,48,0,0,0,0.800573182,24,20,19333,21779,733,0,733,733,41845,22512,0.454545455,0.545454545,0.470240557,0.52973512,0
20165,2004/12/23,2005/3/1,女,4,上海,上海,CN,43,2014/3/31,27,41149,0,6809,12160,30581,35163,43443.24,2014/3/21,3.375,5143.625,100,11,23.84615385,72,0,1632,5,1.235481614,8,19,11380,29769,6809,1632,8441,8441,49590,38210,0.703703704,0.296296296,0.27654921,0.723426488,10
62885,2006/5/25,2006/8/13,男,4,乌鲁木齐市,新疆,CN,47,2014/3/31,25,36689,0,0,12740,22096,65925,43430.25,2014/3/9,3.125,4586.125,1,23,29.45833333,148,0,2099,0,0.658782708,11,14,12606,24083,0,2099,2099,2099,38788,26182,0.56,0.44,0.343581357,0.656391387,1
51102,2011/10/31,2011/10/31,男,5,广州,广东,CN,36,2014/3/31,48,37375,0,3345,23749,16985,58509,43428.9,2014/3/21,6,4671.875,10,11,15.10638298,130,0,0,3,0.742260165,28,20,20041,17334,3345,0,3345,3345,40720,20679,0.416666667,0.583333333,0.5361997,0.463773545,5
33615,2012/8/10,2012/9/4,男,5,沈阳市,辽宁,CN,42,2014/3/31,25,38062,0,0,13974,20274,61120,43395.41,2014/1/26,3.571428571,5437.428571,25,66,21.20833333,42,0,0,2,0.710003436,9,16,13894,24168,0,0,0,0,38062,24168,0.64,0.36,0.365026404,0.634947324,2
35487,2006/6/20,2006/6/20,男,5,长春,吉林,CN,50,2014/3/31,40,38090,0,1645,13824,20026,52590,43378.32,2014/3/29,5,4761.25,1,3,18.64102564,95,0,0,2,0.824839703,14,26,12248,25842,1645,0,1645,1645,39735,27487,0.65,0.35,0.321545772,0.678427975,2
29764,2006/7/2,2006/7/2,男,5,柳州,广西,CN,40,2014/3/31,32,36677,0,1729,1953,30520,57009,43369.07,2014/3/21,4,4584.625,302,11,13.48387097,72,0,0,0,0.76074076,2,30,1177,35500,1729,0,1729,1729,38406,37229,0.9375,0.0625,0.032090081,0.967882654,0
16780,2010/8/26,2010/9/11,男,5,长春,吉林,CN,45,2014/3/31,36,34050,0,2628,7033,23742,58592,43363.63,2014/3/25,4.5,4256.25,50,7,19.25714286,171,0,0,6,0.740094723,8,28,7135,26915,2628,0,2628,2628,36678,29543,0.777777778,0.222222222,0.209538633,0.790431999,6
45739,2006/5/26,2006/5/26,女,4,深圳,广东,CN,44,2014/3/31,31,41109,0,0,21227,12544,58612,43361.22,2014/3/14,3.875,5138.625,11,18,23.4,131,0,0,5,0.739801065,20,11,28311,12798,0,0,0,0,41109,12798,0.35483871,0.64516129,0.688664559,0.311311117,8
6348,2012/4/12,2012/5/6,女,5,广州,广东,CN,36,2014/3/31,48,39788,0,2628,16317,27164,53987,43358.26,2014/2/29  0:00:00,6,4973.5,24,32,14.12765957,69,0,0,0,0.803124085,19,29,14356,25432,2628,0,2628,2628,42416,28060,0.604166667,0.395833333,0.360803237,0.63917163,1
550,2005/12/17,2005/12/19,女,5,广州,广东,CN,36,2014/3/31,41,36242,0,1273,16986,21362,60106,43353.55,2014/3/19,5.125,4530.25,18,13,17.5,91,0,0,0,0.721284897,18,23,15143,21099,1273,0,1273,1273,37515,22372,0.56097561,0.43902439,0.417818613,0.582153795,1
7287,2013/1/10,2013/1/10,男,5,青岛,山东,CN,47,2014/3/31,23,28060,0,0,4866,28888,73257,43331.82,2014/3/30,4.6,5612,0,2,20.22727273,53,0,0,0,0.591504157,3,20,5382,22678,0,0,0,0,28060,22678,0.869565217,0.130434783,0.191796443,0.80816792,0
20,2010/7/8,2010/8/2,男,4,深圳,广东,CN,52,2014/3/31,30,47734,0,778,28728,18066,46621,43330.04,2014/1/14,3.75,5966.75,93,78,19.31034483,148,0,0,0,0.929410352,7,23,33183,14551,778,0,778,778,48512,15329,0.766666667,0.233333333,0.695150309,0.304828742,0
779,2006/7/30,2006/7/30,男,4,广州,广东,CN,39,2014/3/31,22,43712,0,0,18235,15653,58297,43326.35,2014/1/5,2.75,5464,107,87,25.57142857,115,1688,900,3,0.743200336,9,13,29030,14682,0,2588,2588,900,46300,15582,0.590909091,0.409090909,0.6641045,0.335872624,7
8848,2006/4/14,2006/8/23,女,4,义乌,浙江,CN,55,2014/3/31,25,35895,0,0,17610,16961,70358,43324.36,2014/3/28,3.125,4486.875,24,4,29.29166667,104,0,0,0,0.615770204,10,15,21099,14796,0,0,0,0,35895,14796,0.6,0.4,0.587781368,0.412190773,0
50382,2011/8/15,2011/8/15,男,4,Yokohamashi,Kanagawaken,JP,37,2014/3/31,39,30117,0,0,15175,15349,64761,43316.49,2014/3/14,4.875,3764.625,2,18,18.71052632,104,1500,533,1,0.668866911,23,16,17709,12408,0,2033,2033,533,32150,12941,0.41025641,0.58974359,0.58798725,0.411979547,3
26909,2007/12/28,2007/12/28,男,4,新发田市,新泻,JP,54,2014/3/31,53,36134,0,1031,32636,28912,61499,43307.38,2014/3/27,6.625,4516.75,11,5,13.75,80,0,0,2,0.704196491,27,26,20177,15957,1031,0,1031,1031,37165,16988,0.490566038,0.509433962,0.558378304,0.441594022,2
54794,2006/6/22,2007/8/4,女,5,长沙,湖南,CN,40,2014/3/31,67,37299,0,2746,19878,23444,57998,43306.09,2014/3/13,8.375,4662.375,29,19,10.34848485,48,0,0,0,0.746682472,31,36,16707,20592,2746,0,2746,2746,40045,23338,0.537313433,0.462686567,0.447908847,0.552064343,1
13771,2011/10/20,2011/12/18,男,4,LA,CA,US,45,2014/3/31,5,23260,0,0,9200,5400,61160,43301.28,2013/6/20,0.625,2907.5,74,286,92.75,186,0,0,0,0.708,3,2,13956,9304,0,0,0,0,23260,9304,0.4,0.6,0.599974206,0.399982804,0
56348,2005/8/11,2005/9/5,男,4,广州,广东,CN,38,2014/3/31,38,34100,0,0,14283,17137,70555,43290.4,2014/3/27,4.75,4262.5,3,5,19.54054054,83,1500,1207,1,0.613569556,23,15,19951,14149,0,2707,2707,1207,36807,15356,0.394736842,0.605263158,0.585056157,0.414914519,4
8919,2008/1/13,2008/1/13,男,4,乌鲁木齐,新疆,CN,47,2014/3/31,25,32509,0,0,17255,17850,65323,43276.11,2014/2/22,3.125,4063.625,28,39,27.66666667,103,0,2464,3,0.662494221,12,13,16705,15804,0,2464,2464,2464,34973,18268,0.52,0.48,0.513841895,0.486127345,4
8710,2005/11/24,2005/11/24,男,5,长春,吉林,CN,47,2014/3/31,47,38654,0,0,19365,19345,49785,43270.9,2014/3/25,5.875,4831.75,4,7,15.65217391,148,0,0,4,0.869155368,22,25,19762,18892,0,0,0,0,38654,18892,0.531914894,0.468085106,0.51124046,0.48873367,4
55757,2012/3/30,2012/3/30,男,5,中山,广东,CN,38,2014/3/31,59,34405,0,1588,19071,21188,65356,43263.37,2014/3/17,7.375,4300.625,22,15,11.96551724,76,1697,1844,0,0.661964778,25,34,16672,17733,1588,3541,5129,3432,39534,21165,0.576271186,0.423728814,0.484566645,0.51540429,4
7568,2009/11/3,2009/11/14,男,4,,,HK,37,2014/3/31,19,38896,0,0,24386,10818,31098,43248.8,2014/3/16,2.375,4862,53,16,36.77777778,160,0,0,4,1.390726092,12,7,26927,11969,0,0,0,0,38896,11969,0.368421053,0.631578947,0.692264185,0.307710106,4
58180,2010/3/1,2010/7/8,男,4,佛山,广东,CN,35,2014/3/31,44,38280,0,0,22589,17204,58374,43237.73,2014/3/10,5.5,4785,0,22,16.48837209,107,4343,4963,0,0.740701854,22,22,22294,15986,0,9306,9306,4963,47586,20949,0.5,0.5,0.582377681,0.417596197,35
34922,2011/8/4,2011/8/4,男,5,广州市,广东,CN,38,2014/3/31,48,27348,0,2164,17234,21963,78594,43231.29,2014/3/26,6,3418.5,8,6,15.25531915,49,0,4638,1,0.550058401,20,28,11632,15716,2164,4638,6802,6802,34150,22518,0.583333333,0.416666667,0.425317196,0.574646239,9
24586,2012/5/16,2012/5/16,女,4,乌鲁木齐,新疆,CN,48,2014/3/31,23,34219,0,0,20663,16070,59656,43230.8,2013/11/24,2.875,4277.375,0,129,25.31818182,137,0,2464,0,0.724668097,12,11,19198,15021,0,2464,2464,2464,36683,17485,0.47826087,0.52173913,0.561016949,0.438953828,1
40234,2009/7/9,2009/11/26,男,4,广州,广东,CN,34,2014/3/31,33,37793,0,0,21761,16779,57134,43218.31,2014/3/11,4.125,4724.125,45,21,20.78125,74,1528,3083,0,0.756437673,18,15,21400,16393,0,4611,4611,3083,42404,19476,0.454545455,0.545454545,0.566227444,0.433746097,26
35,2009/12/1,2009/12/17,男,4,广州,广东,CN,48,2014/3/31,46,35747,0,0,22272,16039,66927,43211.85,2014/3/23,5.75,4468.375,29,9,15.4,90,690,2005,0,0.645656462,26,20,19112,16635,0,2695,2695,2005,38442,18640,0.434782609,0.565217391,0.534631308,0.465340718,13
46422,2009/10/21,2009/10/21,女,5,广州市,广东省,CN,38,2014/3/31,44,41930,0,998,25470,17539,54877,43211.32,2014/3/29,5.5,5241.25,14,3,16.60465116,54,17535,2939,3,0.787421324,25,19,25087,16843,998,20474,21472,3937,63402,20780,0.431818182,0.568181818,0.598292433,0.401683718,21
10766,2012/9/1,2012/10/23,男,4,长春,吉林,CN,34,2014/3/31,47,40609,0,2586,4070,16404,50179,43199.73,2014/1/18,6.714285714,5801.285714,52,74,9.826086957,59,0,800,0,0.860912533,14,33,12361,28248,2586,800,3386,3386,43995,31634,0.70212766,0.29787234,0.304383157,0.695592219,2
61634,2009/8/3,2009/8/3,女,4,,,JP,47,2014/3/31,35,36054,0,0,32787,19302,67018,43194.79,2014/3/6,4.375,4506.75,20,26,20.14705882,91,0,0,2,0.644525202,19,16,23269,12785,0,0,0,0,36054,12785,0.457142857,0.542857143,0.645375121,0.354597143,2
33815,2012/7/14,2012/7/14,女,4,广州,广东,CN,39,2014/3/31,7,49898,0,0,13400,9200,49066,43187.36,2014/1/14,1,7128.285714,0,78,91.5,349,0,0,1,0.880189133,5,2,30916,18982,0,0,0,0,49898,18982,0.285714286,0.714285714,0.619571534,0.380408425,1
42866,2012/12/10,2012/12/12,男,5,上海,-,CN,40,2014/3/31,52,37951,0,3129,12561,25425,57778,43176.75,2014/3/20,8.666666667,6325.166667,2,12,9.098039216,30,0,0,1,0.74728703,18,34,15833,22118,3129,0,3129,3129,41080,25247,0.653846154,0.346153846,0.417184865,0.582788786,2
