MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
62968,2008/7/23,2008/10/7,男,4,乌鲁木齐,新疆,CN,32,2014/3/31,17,24284,0,0,5911,16298,41092,29234.74,2013/11/21,2.125,3035.5,50,132,34.3125,168,0,2099,3,0.711446024,4,13,6200,18084,0,2099,2099,2099,26383,20183,0.764705882,0.235294118,0.255301627,0.744657196,4
14329,2011/8/20,2011/8/20,男,4,上海,上海,CN,37,2014/3/31,32,24916,0,0,3242,3882,32965,29234.7,2014/3/5,4,3114.5,8,27,22.4516129,92,0,0,0,0.886840589,16,16,13290,11626,0,0,0,0,24916,11626,0.5,0.5,0.533370791,0.466589076,0
16087,2012/10/26,2012/10/26,男,4,广州,广东,CN,28,2014/3/31,27,26376,0,0,6606,20678,40205,29230.69,2014/3/13,4.5,4396,0,19,19.38461538,79,0,5314,1,0.727041164,6,21,6134,20242,0,5314,5314,5314,31690,25556,0.777777778,0.222222222,0.232551086,0.767411002,12
28770,2012/7/1,2012/7/13,男,4,上海,上海,CN,31,2014/3/31,24,25653,0,0,640,2275,38905,29227.22,2014/1/20,3.428571429,3664.714286,12,72,24.17391304,95,1500,0,0,0.751245855,13,11,13185,12468,0,1500,1500,0,27153,12468,0.458333333,0.541666667,0.513954939,0.486006081,1
29952,2008/1/2,2008/3/9,男,4,上海,上海,CN,45,2014/3/31,40,25925,0,612,10543,11001,40676,29225.34,2014/1/23,5,3240.625,0,69,16.97435897,63,0,0,2,0.718491002,18,22,12076,13849,612,0,612,612,26537,14461,0.55,0.45,0.465787241,0.534174188,5
62525,2007/3/30,2007/3/30,男,5,大连,辽宁,CN,41,2014/3/31,45,21319,0,1005,12259,14831,39850,29223.94,2014/3/18,5.625,2664.875,5,14,16.18181818,83,500,0,2,0.733348557,24,21,11197,10122,1005,500,1505,1005,22824,11127,0.466666667,0.533333333,0.525187617,0.474765478,3
16335,2012/10/7,2012/10/7,女,4,乌鲁木齐,新疆,CN,46,2014/3/31,15,20798,0,0,6641,16151,42647,29220.1,2014/2/19,2.5,3466.333333,0,42,35.71428571,119,0,1156,0,0.685161911,5,10,7387,13411,0,1156,1156,1156,21954,14567,0.666666667,0.333333333,0.355161306,0.644790615,2
26545,2011/7/24,2011/7/24,男,4,长沙,湖南,CN,37,2014/3/31,22,25786,0,0,10128,13984,38235,29216.37,2014/3/31,2.75,3223.25,9,1,34.33333333,131,0,0,1,0.764126324,10,12,10267,15519,0,0,0,0,25786,15519,0.545454545,0.454545455,0.398146353,0.601814868,1
54788,2006/6/16,2012/3/20,男,4,本溪,辽宁,CN,63,2014/3/31,23,27988,0,0,13113,15802,43022,29213.01,2013/12/26,2.875,3498.5,163,97,21.40909091,101,0,0,0,0.679024917,11,12,13297,14691,0,0,0,0,27988,14691,0.52173913,0.47826087,0.475079496,0.524884776,0
55728,2012/1/8,2012/4/30,男,4,上海,上海,CN,33,2014/3/31,13,25521,0,0,20853,1152,41094,29212.5,2013/8/29,1.625,3190.125,29,216,40.5,196,0,0,2,0.7108702,12,1,24323,1198,0,0,0,0,25521,1198,0.076923077,0.923076923,0.953020923,0.046939895,2
27717,2006/3/4,2006/5/13,男,4,广州,广东,CN,53,2014/3/31,17,21238,0,0,14820,6104,41187,29208.67,2014/3/10,2.125,2654.75,14,22,43.4375,203,0,0,0,0.709172069,11,6,15532,5706,0,0,0,0,21238,5706,0.352941176,0.647058824,0.7312962,0.268656716,0
56347,2005/7/29,2007/8/24,男,5,潮安,广东,CN,46,2014/3/31,45,28781,0,913,15894,17913,38830,29208.05,2014/3/27,5.625,3597.625,9,5,16.29545455,100,706,2000,0,0.752203193,21,24,14135,14646,913,2706,3619,2913,32400,17559,0.533333333,0.466666667,0.491105552,0.508859704,7
40914,2010/11/17,2010/11/19,男,4,PAN YU,GANG HOUE,CN,63,2014/3/31,5,19114,0,0,5534,4800,49656,29205.28,2014/1/23,0.625,2389.25,233,69,107.25,282,0,0,0,0.588152086,3,2,9810,9304,0,0,0,0,19114,9304,0.4,0.6,0.513209521,0.486738164,0
56199,2005/4/3,2005/5/6,男,5,北京,北京,CN,47,2014/3/31,32,25233,0,0,12683,14898,37401,29202.22,2014/3/26,4,3154.125,37,6,22.19354839,110,0,0,0,0.780787145,17,15,11339,13894,0,0,0,0,25233,13894,0.46875,0.53125,0.449354046,0.550606325,3
32163,2011/4/29,2011/4/29,女,4,广州,广东,CN,31,2014/3/31,34,26011,0,0,20035,7950,38473,29200.61,2014/1/20,4.25,3251.375,54,72,18.33333333,94,2266,1688,1,0.758989681,20,14,18221,7790,0,3954,3954,1688,29965,9478,0.411764706,0.588235294,0.700484392,0.299477164,23
24905,2013/3/14,2013/3/15,男,4,广州,广东,CN,52,2014/3/31,14,28108,0,0,3422,29057,36264,29199.7,2014/1/6,2.8,5621.6,1,86,22.84615385,121,0,2347,0,0.805197992,4,10,3025,25083,0,2347,2347,2347,30455,27430,0.714285714,0.285714286,0.107616778,0.892347647,1
38244,2005/8/6,2005/10/23,男,5,郑州,河南,CN,47,2014/3/31,33,28000,0,192,13901,13777,33703,29195.48,2014/3/27,4.125,3500,13,5,22.28125,82,0,500,2,0.866257603,16,17,13516,14484,192,500,692,692,28692,15176,0.515151515,0.484848485,0.482697047,0.51726724,3
38130,2005/4/23,2005/4/23,男,4,JAKARTA,,ID,51,2014/3/31,18,29055,0,0,0,23575,34961,29194.43,2013/12/24,2.25,3631.875,65,99,33.35294118,375,0,0,0,0.835057064,1,17,479,28576,0,0,0,0,29055,28576,0.944444444,0.055555556,0.016485407,0.983480176,0
58420,2005/11/15,2005/11/15,男,5,广州,广东,CN,36,2014/3/31,45,19500,0,861,9779,18840,47498,29193.17,2014/3/27,5.625,2437.5,14,5,16.18181818,73,0,770,3,0.614618931,17,28,5992,13508,861,770,1631,1631,21131,15139,0.622222222,0.377777778,0.307266294,0.692682427,4
16129,2012/12/21,2012/12/30,男,6,广州市,广东,CN,53,2014/3/31,20,29346,0,5004,5670,23639,20801,29190.13,2014/3/9,3.333333333,4891,9,23,22.89473684,97,0,0,0,1.403304168,4,16,5298,24048,5004,0,5004,5004,34350,29052,0.8,0.2,0.180529526,0.819436399,2
22292,2009/11/17,2011/1/18,女,4,大连,辽宁,CN,38,2014/3/31,36,21236,0,0,4927,9844,45382,29189.98,2014/3/14,4.5,2654.5,8,18,20.14285714,97,828,2650,0,0.643206117,22,14,11280,9956,0,3478,3478,2650,24714,12606,0.388888889,0.611111111,0.531148467,0.468804445,12
51232,2011/11/16,2011/11/16,男,4,广州,广东,CN,34,2014/3/31,34,25329,0,0,19775,9254,38120,29188,2014/3/27,4.25,3166.125,8,5,21.75757576,66,0,100,0,0.765687303,20,14,18880,6449,0,100,100,100,25429,6549,0.411764706,0.588235294,0.745361232,0.254599289,1
36709,2006/6/5,2006/6/11,男,4,广州,广东,CN,41,2014/3/31,34,27414,0,0,18870,8585,36482,29185.15,2014/3/18,4.25,3426.75,2,14,21.66666667,122,1600,800,1,0.799987665,25,9,17700,9714,0,2400,2400,800,29814,10514,0.264705882,0.735294118,0.645631953,0.35433157,4
62915,2007/1/4,2007/1/10,男,4,乌鲁木齐市,新疆,CN,39,2014/3/31,21,24531,0,0,10594,10595,42695,29182.8,2014/3/10,2.625,3066.375,36,22,33.65,154,0,1050,0,0.683517976,12,9,12222,12309,0,1050,1050,1050,25581,13359,0.428571429,0.571428571,0.498206424,0.501752813,1
7861,2011/2/21,2011/4/8,男,4,沈阳,辽宁,CN,42,2014/3/31,21,20097,0,0,8373,17299,43807,29182.49,2014/3/27,2.625,2512.125,126,5,30,99,0,0,0,0.666160431,8,13,6649,13448,0,0,0,0,20097,13448,0.619047619,0.380952381,0.330828938,0.669121306,0
16007,2012/9/21,2012/9/25,女,4,广州,广东,CN,42,2014/3/31,24,25334,0,0,13090,12323,45890,29179.39,2014/3/14,3.428571429,3619.142857,4,18,23.30434783,109,0,0,0,0.635855088,12,12,12973,12361,0,0,0,0,25334,12361,0.5,0.5,0.512058417,0.487902112,0
62814,2007/10/12,2007/10/12,男,6,哈尔滨市,黑龙江,CN,54,2014/3/31,29,25295,0,0,9694,14818,41073,29179.33,2014/3/18,3.625,3161.875,9,14,25.28571429,93,0,0,2,0.710426071,12,17,8151,17144,0,0,0,0,25295,17144,0.586206897,0.413793103,0.322224858,0.67773561,2
29743,2008/1/10,2008/1/10,男,4,南宁,广西,CN,46,2014/3/31,28,22514,0,0,17841,9227,40240,29177.09,2014/1/12,3.5,2814.25,13,80,23.62962963,111,0,0,3,0.725076789,19,9,14111,8403,0,0,0,0,22514,8403,0.321428571,0.678571429,0.62673773,0.373217855,3
61688,2009/11/3,2009/12/6,女,4,四平,吉林,CN,58,2014/3/31,26,23031,0,0,29376,19870,37905,29174.23,2014/3/25,3.25,2878.875,14,7,28.4,133,0,0,0,0.769667062,16,10,15967,7064,0,0,0,0,23031,7064,0.384615385,0.615384615,0.693252866,0.306703717,0
6715,2012/8/3,2013/5/19,女,4,广州,广东,CN,28,2014/3/31,24,21703,0,0,0,14520,61501,29170.19,2014/3/26,3.428571429,3100.428571,289,6,13.56521739,64,0,0,0,0.47430432,0,24,0,21703,0,0,0,0,21703,21703,1,0,0,0.999953926,0
19195,2006/12/21,2007/6/8,男,5,广州,广东,CN,40,2014/3/31,42,26366,0,1380,8526,20561,39068,29166.72,2014/3/15,5.25,3295.75,47,17,16.26829268,98,494,0,0,0.746562916,11,31,8630,17736,1380,494,1874,1380,28240,19116,0.738095238,0.261904762,0.327303068,0.672659006,1
3899,2010/4/4,2010/4/4,男,4,rotteadam,z.h,CN,47,2014/3/31,3,34660,0,0,17550,0,28315,29164.45,2013/3/2,0.375,4332.5,204,396,65.5,120,0,0,0,1.03,3,0,34660,0,0,0,0,0,34660,0,0,1,0.999971149,0,0
49103,2009/4/3,2009/4/4,男,4,广州,广东,CN,33,2014/3/31,29,24017,0,0,8173,19540,43579,29163.85,2014/3/19,3.625,3002.125,24,13,24.78571429,133,0,412,0,0.669217972,9,20,6805,17212,0,412,412,412,24429,17624,0.689655172,0.310344828,0.28332917,0.716629195,1
45787,2006/6/7,2008/2/21,男,4,北京,北京,CN,44,2014/3/31,32,23696,0,0,10568,15621,38564,29157.33,2014/3/25,4,2962,21,7,22.67741935,110,0,0,1,0.756076392,11,21,10255,13441,0,0,0,0,23696,13441,0.65625,0.34375,0.432755201,0.567202599,2
1841,2012/11/5,2013/1/9,男,5,广州市,广东,CN,32,2014/3/31,52,24527,0,2509,3913,27377,43322,29154.36,2014/3/31,8.666666667,4087.833333,65,1,8.764705882,55,0,3606,0,0.67296893,8,44,3142,21385,2509,3606,6115,6115,30642,27500,0.846153846,0.153846154,0.1280985,0.871860731,11
43558,2013/3/5,2013/3/5,男,4,北京,北京,CN,54,2014/3/31,9,25792,0,0,1687,22073,27405,29152.85,2014/2/23,1.8,5158.4,0,38,44.375,142,0,0,0,1.063778508,1,8,985,24807,0,0,0,0,25792,24807,0.888888889,0.111111111,0.038188656,0.961772574,0
48539,2006/3/1,2006/3/1,男,5,大连,辽宁,CN,41,2014/3/31,36,23871,0,937,15023,13526,41389,29151.05,2014/3/28,4.5,2983.875,33,4,19.82857143,111,3960,2884,2,0.70431878,17,19,12253,11618,937,6844,7781,3821,31652,15439,0.527777778,0.472222222,0.513279155,0.486678954,18
37771,2012/7/28,2012/11/30,男,4,广州,广东,CN,38,2014/3/31,27,24743,0,0,7897,17068,40680,29145.71,2014/3/31,3.857142857,3534.714286,125,1,18.73076923,116,0,0,0,0.716462881,10,17,6796,17947,0,0,0,0,24743,17947,0.62962963,0.37037037,0.274652441,0.725307145,0
54711,2006/3/24,2006/3/24,男,4,广州,广东,CN,45,2014/3/31,32,26792,0,0,13408,15704,37114,29145.69,2014/3/19,4,3349,1,13,23.12903226,114,0,0,0,0.785301773,15,17,13120,13672,0,0,0,0,26792,13672,0.53125,0.46875,0.48968014,0.510282536,0
39197,2008/5/22,2009/10/30,男,4,长沙,湖南,CN,44,2014/3/31,39,27235,0,749,9358,17915,38545,29141.95,2014/2/29  0:00:00,4.875,3404.375,19,32,17.89473684,68,1500,0,0,0.756050071,18,21,6820,20415,749,1500,2249,749,29484,21164,0.538461538,0.461538462,0.250403877,0.749559407,1
19593,2010/9/21,2010/11/18,女,4,广州市,广东,CN,56,2014/3/31,12,28932,0,0,23880,7776,22267,29140.18,2014/1/15,1.5,3616.5,63,77,53.72727273,386,0,0,0,1.308671128,6,6,21771,7161,0,0,0,0,28932,7161,0.5,0.5,0.752462586,0.247502851,0
39254,2008/5/15,2008/5/15,男,4,广州市,广东,CN,39,2014/3/31,36,25282,0,0,13188,16246,39914,29133.89,2014/3/18,4.5,3160.25,17,14,20,78,5600,4201,0,0.729916571,15,21,12085,13197,0,9801,9801,4201,35083,17398,0.583333333,0.416666667,0.477989163,0.521971285,13
28984,2013/3/2,2013/4/30,男,4,乌鲁木齐,新疆,CN,30,2014/3/31,18,21840,0,0,0,19065,43800,29131.83,2014/3/16,3.6,4368,59,16,18.88235294,57,0,0,0,0.665110274,0,18,0,21840,0,0,0,0,21840,21840,1,0,0,0.999954215,0
62031,2012/11/2,2012/11/3,男,4,沈阳,辽宁,CN,60,2014/3/31,9,24807,0,0,24408,0,21433,29131.6,2013/3/8,1.5,4134.5,1,390,15.625,37,0,0,0,1.359193767,9,0,24807,0,0,0,0,0,24807,0,0,1,0.99995969,0,0
24295,2011/11/7,2011/11/28,男,4,广州,广东,CN,31,2014/3/31,37,23573,0,0,24633,5269,40094,29131.21,2014/2/3,4.625,2946.625,16,58,18.25,92,0,100,0,0.726572804,27,10,22135,1438,0,100,100,100,23673,1538,0.27027027,0.72972973,0.938958174,0.060999406,2
54973,2006/11/1,2007/1/20,男,4,北京,北京,CN,54,2014/3/31,14,21035,0,0,16709,4120,41775,29130.38,2014/3/5,1.75,2629.375,25,27,52.23076923,259,0,0,1,0.697316098,11,3,15727,5308,0,0,0,0,21035,5308,0.214285714,0.785714286,0.747623122,0.25232934,1
5012,2011/3/4,2011/4/9,男,5,澄海,广东,CN,49,2014/3/31,65,30733,0,2448,14731,24193,39876,29130.03,2014/3/24,8.125,3841.625,8,8,11.171875,50,0,0,2,0.730515348,26,39,11081,19652,2448,0,2448,2448,33181,22100,0.6,0.4,0.360545324,0.639422138,2
58274,2010/2/23,2010/3/22,男,4,上海,上海,CN,34,2014/3/31,30,25000,0,0,7034,3462,39266,29125.63,2014/3/23,3.75,3125,25,9,24.03448276,160,0,0,2,0.741751897,18,12,17110,7890,0,0,0,0,25000,7890,0.4,0.6,0.684372625,0.315587377,2
39110,2008/8/3,2008/9/8,男,4,Mullica Hill,NJ,US,60,2014/3/31,18,27876,0,179,12450,10945,20626,29116.37,2014/3/9,2.25,3484.5,51,23,38.64705882,122,0,0,0,1.411634345,9,9,11173,16703,179,0,179,179,28055,16882,0.5,0.5,0.400796355,0.599167773,0
38983,2008/1/29,2008/3/27,男,4,广州,广东,CN,33,2014/3/31,46,22390,0,0,15843,12973,46351,29114.61,2013/12/21,5.75,2798.75,10,102,13.75555556,47,0,100,0,0.628133374,24,22,11720,10670,0,100,100,100,22490,10770,0.47826087,0.52173913,0.52342459,0.476530749,1
28987,2013/2/17,2013/3/27,女,4,Hacienda Hts,us,US,57,2014/3/31,4,25588,0,0,1900,7850,48928,29112.16,2013/8/24,0.8,5117.6,38,221,50,96,0,0,0,0.595,1,3,4652,20936,0,0,0,0,25588,20936,0.75,0.25,0.181796866,0.818164055,0
48914,2009/4/7,2012/1/17,男,4,深圳,广东,CN,27,2014/3/31,20,26730,0,0,12854,9234,33637,29108.46,2014/1/7,2.5,3341.25,17,85,33.10526316,202,888,0,0,0.865370277,14,6,16024,10706,0,888,888,0,27618,10706,0.3,0.7,0.599453818,0.400508773,1
24335,2012/9/21,2012/9/28,男,5,长春市,吉林省,CN,52,2014/3/31,30,22758,0,0,18146,13697,37810,29104.88,2014/3/15,4.285714286,3251.142857,7,17,18.4137931,61,0,0,0,0.769766728,17,13,11920,10838,0,0,0,0,22758,10838,0.433333333,0.566666667,0.523748847,0.476207215,0
52985,2011/11/7,2011/11/7,男,5,广州市,,CN,40,2014/3/31,28,22919,0,0,10030,25400,43756,29102.79,2014/3/24,3.5,2864.875,4,8,26.62962963,107,0,0,0,0.665115413,11,17,6867,16052,0,0,0,0,22919,16052,0.607142857,0.392857143,0.29960733,0.70034904,0
4099,2009/4/7,2009/4/23,男,5,广州,广东,CN,60,2014/3/31,23,25397,0,435,8022,19764,31539,29101.4,2014/3/21,2.875,3174.625,33,11,31.22727273,231,0,0,0,0.922711563,9,14,5237,20160,435,0,435,435,25832,20595,0.608695652,0.391304348,0.206197338,0.793763288,0
32505,2011/5/20,2011/5/20,男,4,北京,北京,CN,36,2014/3/31,21,25336,0,0,20645,3827,34684,29101.3,2013/12/1,2.625,3167,44,122,28.25,82,0,0,0,0.839041056,17,4,20096,5240,0,0,0,0,25336,5240,0.19047619,0.80952381,0.79314836,0.206812172,1
26576,2006/3/6,2006/3/7,男,4,沈阳市,辽宁省,CN,44,2014/3/31,28,22113,0,0,7685,15577,43992,29100.55,2013/12/7,3.5,2764.125,16,116,22.18518519,143,0,0,0,0.661496408,11,17,7220,14893,0,0,0,0,22113,14893,0.607142857,0.392857143,0.326490006,0.673464773,0
38333,2005/11/17,2006/1/6,男,5,珠海,广东,CN,39,2014/3/31,38,24302,0,0,17753,8730,43192,29097.4,2014/3/29,4.75,3037.75,2,3,19.62162162,158,5908,4402,6,0.673675681,26,12,16552,7750,0,10310,10310,4402,34612,12152,0.315789474,0.684210526,0.681068181,0.318890672,36
16628,2009/12/28,2010/1/2,男,4,沈阳市,辽宁省,CN,,2014/3/31,21,19831,0,0,19156,6689,42721,29091.85,2014/3/1,2.625,2478.875,5,31,34.75,304,0,0,0,0.680973058,15,6,14967,4864,0,0,0,0,19831,4864,0.285714286,0.714285714,0.754689391,0.245260186,0
49181,2012/7/13,2012/7/13,男,4,南宁,广西,CN,26,2014/3/31,9,29303,0,0,4069,12919,40894,29088.82,2014/1/31,1.285714286,4186.142857,0,61,70.875,332,0,0,0,0.711322443,2,7,7701,21602,0,0,0,0,29303,21602,0.777777778,0.222222222,0.262796888,0.737168987,0
8349,2011/3/27,2011/3/27,男,4,乌鲁木齐,新疆,CN,45,2014/3/31,30,25888,0,0,11543,6963,37619,29087.78,2014/1/11,3.75,3236,3,81,22.31034483,104,0,4149,0,0.773220447,18,12,17283,8605,0,4149,4149,4149,30037,12754,0.4,0.6,0.667580826,0.332380548,2
43141,2012/11/29,2012/11/29,男,6,广州,广东,CN,26,2014/3/31,22,24504,0,0,4961,18899,37363,29086.17,2014/2/28,3.666666667,4084,0,33,21.71428571,137,36,1522,1,0.77847523,6,16,7449,17055,0,1558,1558,1522,26062,18577,0.727272727,0.272727273,0.30397878,0.695980412,8
4768,2011/3/17,2011/3/22,男,4,北京,北京,CN,42,2014/3/31,29,25894,0,0,27250,0,29086,29086,2013/3/23,3.625,3236.75,13,375,12.25,70,0,0,2,1,29,0,25894,0,0,0,0,0,25894,0,0,1,0.999961383,0,3
14112,2011/1/26,2011/1/26,男,4,广州,广东,CN,31,2014/3/31,28,30692,0,0,16205,11880,35904,29078.09,2013/12/11,3.5,3836.5,23,112,22.07407407,86,1500,100,0,0.809884414,14,14,19052,11640,0,1600,1600,100,32292,11740,0.5,0.5,0.620727853,0.379239566,2
5023,2011/1/20,2011/2/25,男,4,澄海,广东,CN,56,2014/3/31,23,15871,0,0,9730,9350,45694,29072,2014/3/24,2.875,1983.875,43,8,30.90909091,128,0,0,0,0.636232328,11,12,7660,8211,0,0,0,0,15871,8211,0.52173913,0.47826087,0.482610887,0.517326109,0
26836,2009/2/25,2009/3/4,男,4,长春,吉林,CN,47,2014/3/31,31,27921,0,0,9388,18180,32040,29066.89,2014/3/19,3.875,3490.125,19,13,23.3,121,0,0,0,0.907206305,11,20,8393,19528,0,0,0,0,27921,19528,0.64516129,0.35483871,0.30058735,0.699376835,0
11966,2008/3/18,2008/10/18,男,5,广州,广东,CN,32,2014/3/31,40,22695,0,0,10956,19664,44651,29064.17,2014/3/12,5,2836.875,4,20,18.12820513,111,24532,26240,4,0.65091868,13,27,8377,14318,0,50772,50772,26240,73467,40558,0.675,0.325,0.369095876,0.630860063,48
56685,2007/8/10,2012/5/15,男,5,武汉,湖北,CN,48,2014/3/31,38,28134,0,1300,7166,20767,37273,29058.99,2014/3/27,4.75,3516.75,44,5,18.43243243,62,0,0,0,0.779625734,10,28,6261,21873,1300,0,1300,1300,29434,23173,0.736842105,0.263157895,0.22253421,0.777430247,0
50311,2012/2/8,2012/2/8,男,4,南宁,广西,CN,53,2014/3/31,31,25064,0,235,15200,13223,36100,29058.76,2014/3/6,3.875,3133,20,26,22.83333333,115,0,0,0,0.804951801,15,16,11858,13206,235,0,235,235,25299,13441,0.516129032,0.483870968,0.473089966,0.526870138,0
