MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
40021,2009/1/18,2009/1/20,男,4,长春,吉林,CN,44,2014/3/31,23,20520,0,0,12529,8072,31808,23906.43,2014/3/31,2.875,2565,1,1,33.13636364,181,0,0,0,0.75158545,14,9,13030,7490,0,0,0,0,20520,7490,0.391304348,0.608695652,0.63495931,0.364991959,0
52341,2013/1/15,2013/1/15,女,5,广州,广东,CN,30,2014/3/31,22,17795,0,0,3740,17328,38330,23903.09,2014/3/25,4.4,3559,0,7,20.71428571,45,0,0,0,0.623613097,4,18,2289,15506,0,0,0,0,17795,15506,0.818181818,0.181818182,0.12862441,0.871319398,1
38417,2007/6/9,2007/7/17,男,4,广州,广东,CN,37,2014/3/31,21,19275,0,0,14657,6375,41041,23901.72,2013/11/10,2.625,2409.375,40,143,27.4,102,431,0,0,0.582386394,13,8,13280,5995,0,431,431,0,19706,5995,0.380952381,0.619047619,0.688939614,0.311008508,1
34834,2011/2/24,2011/8/21,男,4,长春,吉林,CN,41,2014/3/31,31,22939,0,0,8970,12915,30009,23901.53,2014/3/24,3.875,2867.375,0,8,24.1,177,0,0,1,0.796478723,13,18,7766,15173,0,0,0,0,22939,15173,0.580645161,0.419354839,0.33853531,0.661421099,1
48864,2008/12/7,2008/12/7,男,4,广州,广东,CN,38,2014/3/31,26,17382,0,0,8807,12890,36046,23898.28,2014/1/3,3.25,2172.75,13,89,25.16,107,0,0,1,0.662993952,12,14,6030,11352,0,0,0,0,17382,11352,0.538461538,0.461538462,0.34689064,0.653051832,1
52905,2010/10/21,2010/10/21,男,4,,,JP,46,2014/3/31,23,16592,0,0,18457,16510,32982,23891.84,2014/1/29,2.875,2074,103,63,25.68181818,176,388,0,0,0.724390273,10,13,8058,8534,0,388,388,0,16980,8534,0.565217391,0.434782609,0.485626469,0.514313265,1
36517,2005/6/14,2005/6/14,男,4,广州市,,CN,55,2014/3/31,21,24563,0,0,425,21619,31361,23891.57,2014/3/19,2.625,3070.375,162,13,27.8,205,1764,14684,4,0.76182424,1,20,0,24563,0,16448,16448,14684,41011,39247,0.952380952,0.047619048,0,0.99995929,25
42862,2012/9/2,2012/9/2,男,6,贵阳,贵州,CN,46,2014/3/31,16,22268,0,382,1548,20828,18604,23891.2,2014/1/20,2.285714286,3181.142857,0,72,33.66666667,167,0,4986,0,1.284196947,3,13,1001,21267,382,4986,5368,5368,27636,26635,0.8125,0.1875,0.044950379,0.955004715,3
56851,2009/1/16,2009/1/24,女,4,武汉,湖北,CN,57,2014/3/31,25,23143,0,0,11132,11416,30135,23888.88,2014/3/25,3.125,2892.875,0,7,30.16666667,115,0,0,3,0.792728721,12,13,11232,11911,0,0,0,0,23143,11911,0.52,0.48,0.485309367,0.514647425,3
30837,2010/6/4,2010/6/19,男,4,成都,四川,CN,39,2014/3/31,32,18888,0,0,8298,12082,34543,23882.94,2014/2/1,4,2361,44,60,20.22580645,77,0,533,0,0.691397389,14,18,8485,10403,0,533,533,533,19421,10936,0.5625,0.4375,0.44920324,0.550743819,1
47882,2008/9/14,2008/9/14,男,4,北京,北京,CN,47,2014/3/31,25,15699,0,0,9278,9226,40259,23877.61,2014/2/29  0:00:00,3.125,1962.375,26,32,28.04166667,97,0,0,0,0.593099928,10,15,7800,7899,0,0,0,0,15699,7899,0.6,0.4,0.496815287,0.503121019,0
31488,2010/4/1,2010/7/19,男,4,深圳,广东,CN,33,2014/3/31,22,19618,0,0,7241,14415,34767,23877.09,2014/3/30,2.75,2452.25,90,2,30.42857143,183,0,0,0,0.686774528,9,13,5527,14091,0,0,0,0,19618,14091,0.590909091,0.409090909,0.281716703,0.718232326,0
16793,2010/7/25,2010/12/24,男,4,广州,广东,CN,33,2014/3/31,18,16504,0,0,6058,14053,43318,23873.56,2014/2/19,2.25,2063,154,42,31.47058824,91,0,105,1,0.551123321,6,12,6062,10442,0,105,105,105,16609,10547,0.666666667,0.333333333,0.367282642,0.632656771,3
53900,2007/12/10,2007/12/17,男,4,HRB,,CN,60,2014/3/31,24,17044,0,0,8828,12685,41743,23872.67,2014/3/25,3,2130.5,66,7,28.60869565,105,0,0,0,0.571896366,11,13,7642,9402,0,0,0,0,17044,9402,0.541666667,0.458333333,0.448342622,0.551598709,0
28438,2010/5/31,2010/6/15,男,4,乌鲁木齐,新疆,CN,37,2014/3/31,21,15221,0,0,3514,13978,44941,23872.4,2014/1/13,2.625,1902.625,53,79,29.95,111,0,210,0,0.531194232,8,13,3848,11373,0,210,210,210,15431,11583,0.619047619,0.380952381,0.252792012,0.747142294,1
58653,2010/8/9,2010/8/12,女,4,深圳,广东,CN,40,2014/3/31,18,20725,0,0,12010,2702,29872,23871.83,2014/3/16,2.25,2590.625,25,16,40.58823529,308,0,1800,4,0.799137319,15,3,16613,4112,0,1800,1800,1800,22525,5912,0.166666667,0.833333333,0.801553604,0.198398147,6
49692,2010/4/16,2010/9/23,男,4,上海,上海,CN,43,2014/3/31,21,23188,0,0,14662,4544,29397,23866.32,2013/7/9,2.625,2898.5,50,267,20.7,112,0,0,2,0.811862435,15,6,17116,6072,0,0,0,0,23188,6072,0.285714286,0.714285714,0.738108586,0.26184829,2
11414,2011/11/13,2011/11/13,男,4,上海,上海,CN,50,2014/3/31,14,21718,0,252,20864,2686,19600,23858,2013/4/20,1.75,2714.75,2,347,29.38461538,151,888,0,2,1.217244898,11,3,19527,2191,252,888,1140,252,22858,2443,0.214285714,0.785714286,0.899074543,0.100879414,5
21210,2008/4/22,2011/3/3,男,4,北京,北京,CN,38,2014/3/31,25,20714,0,0,14225,9077,33811,23856.6,2014/2/2,3.125,2589.25,22,59,27.08333333,121,0,0,0,0.705586939,14,11,12953,7761,0,0,0,0,20714,7761,0.44,0.56,0.625295679,0.374656046,0
29335,2005/10/11,2005/10/18,男,5,广州,广东,CN,36,2014/3/31,36,18356,0,733,6840,16822,30086,23856.48,2014/3/30,4.5,2294.5,11,2,20.51428571,147,0,0,3,0.792942897,10,26,4501,13855,733,0,733,733,19089,14588,0.722222222,0.277777778,0.24519257,0.754752955,3
17604,2005/9/9,2005/9/9,男,4,沈阳市,辽宁省,CN,50,2014/3/31,27,16839,0,0,9228,9367,38106,23852.97,2014/2/13,3.375,2104.875,43,48,24.61538462,115,0,0,1,0.625963628,15,12,10393,6446,0,0,0,0,16839,6446,0.444444444,0.555555556,0.61716152,0.382779097,1
22526,2010/10/14,2010/10/17,男,6,汕头,广东,CN,45,2014/3/31,16,25506,0,0,10525,10378,27360,23852.45,2014/1/20,2,3188.25,0,72,43.93333333,146,7871,0,0,0.871800073,8,8,13884,11622,0,7871,7871,0,33377,11622,0.5,0.5,0.544321167,0.455639628,1
613,2006/2/13,2006/2/13,男,4,广州,广东,CN,58,2014/3/31,3,13956,0,0,5800,2000,36696,23852.4,2013/5/13,0.375,1744.5,164,324,121.5,123,0,0,0,0.65,2,1,9304,4652,0,0,0,0,13956,4652,0.333333333,0.666666667,0.666618901,0.33330945,0
24005,2012/9/24,2012/9/24,女,4,ROW LAND HEIGHTS,CA,US,41,2014/3/31,3,13956,0,0,2800,4900,36696,23852.4,2013/10/16,0.428571429,1993.714286,0,168,193.5,369,0,0,0,0.65,1,2,4652,9304,0,0,0,0,13956,9304,0.666666667,0.333333333,0.33330945,0.666618901,0
51703,2012/7/17,2012/8/19,女,4,广州,广东,CN,55,2014/3/31,3,20936,0,0,3520,4400,36696,23852.4,2014/1/2,0.428571429,2990.857143,33,90,250.5,487,0,0,0,0.65,1,2,11632,9304,0,0,0,0,20936,9304,0.666666667,0.333333333,0.555571476,0.444380761,0
61818,2011/5/19,2011/5/19,女,5,大连,辽宁,CN,48,2014/3/31,26,17670,0,0,10074,11341,30292,23850.65,2014/3/14,3.25,2208.75,96,18,24.68,109,0,0,0,0.787358048,12,14,8483,9187,0,0,0,0,17670,9187,0.538461538,0.461538462,0.480052063,0.519891347,0
33475,2012/5/18,2012/5/18,女,4,吉林,吉林,CN,47,2014/3/31,19,16194,0,0,12800,7929,37733,23849.63,2014/3/1,2.375,2024.25,0,31,36.27777778,192,0,0,0,0.632062916,12,7,10212,5982,0,0,0,0,16194,5982,0.368421053,0.631578947,0.630564989,0.369373263,0
53683,2007/1/8,2007/1/8,男,4,长春,吉林,CN,53,2014/3/31,18,22741,0,500,6192,14874,17569,23849.51,2014/3/14,2.25,2842.625,61,18,38.35294118,153,0,0,4,1.357476806,8,10,7549,15192,500,0,500,500,23241,15692,0.555555556,0.444444444,0.331940902,0.668015126,4
27103,2008/3/16,2008/8/21,男,4,广州,广东,CN,37,2014/3/31,29,16944,0,0,13838,9376,39156,23847.5,2014/3/5,3.625,2118,54,27,23.21428571,121,5755,9922,2,0.609038206,13,16,10681,6263,0,15677,15677,9922,32621,16185,0.551724138,0.448275862,0.630333432,0.369607554,27
38846,2007/12/3,2007/12/3,男,4,北京,北京,CN,43,2014/3/31,22,21941,0,0,11047,10331,35418,23847.01,2014/1/20,2.75,2742.625,64,72,28.33333333,120,0,0,0,0.673301993,12,10,10979,10962,0,0,0,0,21941,10962,0.454545455,0.545454545,0.500364598,0.499589828,0
41015,2011/4/17,2011/4/17,男,4,Singapore,Singapore,SG,33,2014/3/31,10,18378,0,0,16694,7859,28220,23845.9,2013/10/20,1.25,2297.25,13,164,61.55555556,360,0,0,0,0.845,8,2,11552,6826,0,0,0,0,18378,6826,0.2,0.8,0.628543446,0.371402144,0
40455,2010/2/11,2010/2/11,男,4,广州,广东,CN,32,2014/3/31,20,22909,0,0,9366,12692,27346,23845.62,2014/2/3,2.5,2863.625,48,58,32.89473684,93,1247,1473,1,0.871996636,13,7,8144,14765,0,2720,2720,1473,25629,16238,0.35,0.65,0.355477957,0.644478394,15
11170,2005/5/19,2005/7/21,女,4,广州,广东,CN,43,2014/3/31,19,24135,0,0,18973,6535,32223,23845.22,2014/2/6,2.375,3016.875,28,55,36,112,1500,600,2,0.740006207,9,10,19183,4952,0,2100,2100,600,26235,5552,0.526315789,0.473684211,0.794787869,0.205170699,5
4813,2011/6/30,2012/3/9,男,4,宁波,浙江,CN,48,2014/3/31,27,16863,0,0,13973,8847,31975,23845.14,2014/3/30,3.375,2107.875,39,2,26.53846154,81,0,0,1,0.745743237,16,11,9467,7396,0,0,0,0,16863,7396,0.407407407,0.592592593,0.56137334,0.438567362,1
27146,2010/9/12,2010/10/29,男,4,大连,辽宁,CN,42,2014/3/31,31,18339,0,0,10998,11603,35307,23842.94,2014/3/19,3.875,2292.375,15,13,23.43333333,127,3175,5441,0,0.675303481,16,15,7160,11179,0,8616,8616,5441,26955,16620,0.483870968,0.516129032,0.39040349,0.609541985,28
53431,2011/8/26,2011/8/26,男,6,和田,新疆,CN,47,2014/3/31,19,19108,0,0,3687,5848,34274,23842.56,2014/3/29,2.375,2388.5,22,3,39.22222222,85,0,0,1,0.695645679,10,9,11049,8059,0,0,0,0,19108,8059,0.473684211,0.526315789,0.578209221,0.421738448,1
3209,2008/4/14,2009/2/20,男,4,广州,广东,CN,36,2014/3/31,20,22079,0,0,1950,18923,33918,23840.67,2014/3/29,2.5,2759.875,23,3,37.10526316,225,0,0,0,0.702891385,3,17,1252,20827,0,0,0,0,22079,20827,0.85,0.15,0.056702899,0.943251812,0
36474,2012/5/6,2012/5/6,女,4,广州,,CN,28,2014/3/31,24,21103,0,0,5075,16298,39301,23839.97,2014/2/21,3,2637.875,0,40,28.52173913,281,0,2869,0,0.606599578,7,17,3107,17996,0,2869,2869,2869,23972,20865,0.708333333,0.291666667,0.147223275,0.85272934,14
34202,2013/2/27,2013/3/21,男,6,南宁,广西,CN,41,2014/3/31,27,22660,0,1191,660,24625,29913,23835.77,2014/3/24,5.4,4532,22,8,14.19230769,63,0,67270,0,0.796836492,1,26,500,22160,1191,67270,68461,68461,91121,90621,0.962962963,0.037037037,0.02206434,0.977891532,14
54296,2011/5/24,2011/7/19,男,4,顺德,广东,CN,41,2014/3/31,15,16963,0,0,15944,3575,33173,23834.03,2013/10/8,1.875,2120.375,46,176,36.35714286,190,1312,2638,0,0.718476773,12,3,15119,1844,0,3950,3950,2638,20913,4482,0.2,0.8,0.891240274,0.108700778,16
43475,2013/1/21,2013/1/21,男,5,北京,.,CN,41,2014/3/31,17,16852,0,0,3825,18121,36456,23833.42,2014/3/28,3.4,3370.4,0,4,27,74,0,0,0,0.653758503,2,15,3234,13618,0,0,0,0,16852,13618,0.882352941,0.117647059,0.191894618,0.808046045,0
22592,2010/3/4,2010/3/4,男,4,深圳,广东,CN,31,2014/3/31,21,20629,0,0,1905,20433,39423,23831.85,2014/3/12,2.625,2578.625,21,20,34.5,170,533,1069,2,0.604516399,3,18,960,19669,0,1602,1602,1069,22231,20738,0.857142857,0.142857143,0.046534174,0.953417353,4
53563,2006/8/17,2006/8/17,男,4,长春,吉林,CN,54,2014/3/31,18,21356,0,0,6544,15704,28184,23829.44,2014/1/28,2.25,2669.5,38,64,37,188,0,0,0,0.845495316,6,12,4536,16820,0,0,0,0,21356,16820,0.666666667,0.333333333,0.212389381,0.787563796,0
51023,2012/3/6,2012/7/31,男,4,喀什,新疆,CN,52,2014/3/31,16,16910,0,0,8185,13671,35255,23828.92,2014/3/21,2,2113.75,121,11,39.93333333,114,0,2464,0,0.675901858,7,9,4738,12172,0,2464,2464,2464,19374,14636,0.5625,0.4375,0.280172669,0.719768198,1
11787,2008/1/21,2013/12/20,男,4,天津,天津,CN,31,2014/3/31,5,14990,0,0,0,11779,42436,23828.33,2014/2/28,0.625,1873.75,628,33,17.5,34,0,0,0,0.561512159,0,5,0,14990,0,0,0,0,14990,14990,1,0,0,0.999933293,0
40634,2010/3/22,2010/3/22,男,5,顺德,广东,CN,53,2014/3/31,28,19573,0,0,9393,13717,38121,23827.7,2014/3/19,3.5,2446.625,9,13,26.25925926,168,0,0,1,0.625054432,9,19,9015,10558,0,0,0,0,19573,10558,0.678571429,0.321428571,0.460559926,0.539388985,1
7073,2012/12/15,2013/2/8,女,4,北京,.,CN,43,2014/3/31,11,22073,0,0,12130,15858,19160,23827.16,2014/2/5,1.833333333,3678.833333,55,56,36.2,146,0,0,1,1.243588727,4,7,9266,12807,0,0,0,0,22073,12807,0.636363636,0.363636364,0.419769865,0.580184833,1
28464,2010/9/10,2010/9/17,女,4,深圳市,广东,CN,35,2014/3/31,24,20353,0,0,8957,6764,32405,23824.54,2014/3/21,3,2544.125,10,11,30.86956522,94,0,498,1,0.73521185,16,8,13604,6749,0,498,498,498,20851,7247,0.333333333,0.666666667,0.668369854,0.331581016,3
62736,2009/3/6,2009/3/6,男,4,上海,上海,CN,59,2014/3/31,24,21222,0,0,10478,4172,31507,23819.63,2014/1/27,3,2652.75,19,65,28.13043478,250,0,0,0,0.756010728,17,7,18268,2954,0,0,0,0,21222,2954,0.291666667,0.708333333,0.860764265,0.139188616,0
28733,2012/4/29,2012/6/21,女,4,,,FR,44,2014/3/31,3,17083,0,0,10250,0,30408,23819.6,2012/9/5,0.375,2135.375,53,574,38,63,0,0,0,0.783333333,3,0,17083,0,0,0,0,0,17083,0,0,1,0.999941466,0,0
15131,2011/12/13,2011/12/16,女,4,常德,湖南,CN,39,2014/3/31,29,22780,0,0,12352,10409,37415,23818.28,2013/12/29,3.625,2847.5,10,94,22.39285714,64,0,0,0,0.636597087,17,12,13176,9604,0,0,0,0,22780,9604,0.413793103,0.586206897,0.578376717,0.421579386,0
61655,2009/6/1,2011/10/31,男,4,长春,吉林,CN,43,2014/3/31,23,22954,0,0,8790,10366,48173,23817.15,2014/3/28,2.875,2869.25,22,4,32.04545455,156,0,0,0,0.494408694,13,10,11663,11291,0,0,0,0,22954,11291,0.434782609,0.565217391,0.508081028,0.491875408,0
29371,2005/11/5,2011/5/13,男,4,厦门市,福建,CN,55,2014/3/31,32,20888,0,0,16606,7862,28725,23816.14,2014/3/30,4,2611,1,2,23.48387097,96,0,0,0,0.829108442,20,12,14300,6588,0,0,0,0,20888,6588,0.375,0.625,0.684570827,0.315381301,0
3783,2008/11/21,2009/1/25,男,5,广州,广东,CN,40,2014/3/31,20,18255,0,0,17925,3153,35385,23812.45,2013/12/6,2.5,2281.875,47,117,29.84210526,168,14582,73601,1,0.672953229,16,4,16145,2110,0,88183,88183,73601,106438,75711,0.2,0.8,0.884366784,0.11557844,39
18806,2006/5/8,2007/11/17,男,4,顺德,广东,CN,43,2014/3/31,23,18603,0,0,13649,8321,33944,23809.23,2013/11/17,2.875,2325.375,3,136,26.90909091,173,2716,0,0,0.701426762,13,10,12575,6028,0,2716,2716,0,21319,6028,0.434782609,0.565217391,0.675929908,0.324016341,8
12359,2008/12/10,2008/12/10,男,4,北京,.,CN,35,2014/3/31,24,17035,0,0,7858,13113,36181,23806.46,2014/3/28,3,2129.375,22,4,30.65217391,117,0,0,2,0.657982366,10,14,6689,10346,0,0,0,0,17035,10346,0.583333333,0.416666667,0.392639117,0.607302184,2
58230,2009/8/4,2009/8/6,女,4,广州市,,CN,32,2014/3/31,22,17101,0,0,12852,9438,31105,23804.97,2014/1/7,2.75,2137.625,62,85,27.80952381,135,2898,6832,1,0.765310079,12,10,11134,5967,0,9730,9730,6832,26831,12799,0.454545455,0.545454545,0.651034967,0.348906561,33
54661,2005/12/24,2007/6/30,男,4,广州,广东,CN,46,2014/3/31,8,15095,0,0,1118,14268,33484,23804.76,2013/11/29,1,1886.875,189,124,59.71428571,206,0,7000,0,0.710929399,1,7,526,14569,0,7000,7000,7000,22095,21569,0.875,0.125,0.034843667,0.96509009,2
1691,2012/4/26,2012/7/24,男,4,广州市,广东,CN,31,2014/3/31,27,18605,0,0,8361,14119,35444,23804.64,2014/3/21,3.375,2325.625,89,11,23.30769231,103,600,6407,0,0.671612685,9,18,6407,12198,0,7007,7007,6407,25612,18605,0.666666667,0.333333333,0.344351285,0.655594969,11
22639,2010/3/25,2010/4/24,男,4,广州,广东,CN,38,2014/3/31,22,19807,0,0,16802,4687,35216,23802.7,2014/3/2,2.75,2475.875,52,30,30.9047619,238,0,0,0,0.675905838,16,6,15503,4304,0,0,0,0,19807,4304,0.272727273,0.727272727,0.78266357,0.217285945,0
8801,2007/8/24,2007/8/24,男,4,北京,北京,CN,43,2014/3/31,31,23755,0,0,8688,14386,30450,23800.59,2014/3/11,3.875,2969.375,66,21,21.46666667,150,0,0,0,0.781628571,12,19,7440,16315,0,0,0,0,23755,16315,0.612903226,0.387096774,0.313184038,0.686773868,1
13021,2009/1/6,2009/9/16,男,4,长春,吉林,CN,44,2014/3/31,36,26824,0,0,14220,9380,31377,23800.2,2014/1/20,4.5,3353,3,72,18.74285714,113,0,0,6,0.758523759,21,15,16617,10207,0,0,0,0,26824,10207,0.416666667,0.583333333,0.619459459,0.380503262,6
39800,2007/5/18,2007/5/18,男,4,乌鲁木齐,新疆,CN,50,2014/3/31,22,20395,0,0,4408,12138,29801,23795.35,2014/3/3,2.75,2549.375,141,29,26.71428571,59,0,2464,0,0.798474883,9,13,7479,12916,0,2464,2464,2464,22859,15380,0.590909091,0.409090909,0.366689547,0.633261424,1
3473,2009/4/21,2009/5/12,男,4,郑州,河南,CN,42,2014/3/31,24,22907,0,932,0,22337,24424,23794.58,2014/3/15,3,2863.375,415,17,13,56,1872,0,0,0.974229446,0,24,0,22907,932,1872,2804,932,25711,23839,1,0,0,0.999956347,3
54914,2006/10/1,2007/2/18,男,4,北京,北京,CN,65,2014/3/31,12,23006,0,0,13763,7430,17400,23794.26,2014/3/26,1.5,2875.75,47,6,61.63636364,187,0,0,2,1.367486207,8,4,14289,8717,0,0,0,0,23006,8717,0.333333333,0.666666667,0.621071848,0.378884687,2
21792,2009/3/3,2009/4/17,男,4,深圳,广东,CN,46,2014/3/31,21,19231,0,0,4754,15921,34837,23793.42,2014/3/21,2.625,2403.875,23,11,34.85,147,0,0,1,0.682992795,7,14,4407,14824,0,0,0,0,19231,14824,0.666666667,0.333333333,0.229149334,0.770798669,1
47640,2007/6/17,2007/6/17,男,4,乌鲁木齐,新疆,CN,50,2014/3/31,22,17322,0,0,0,16522,40139,23793.37,2014/3/21,2.75,2165.25,382,11,16.0952381,74,0,2464,1,0.592774359,0,22,0,17322,0,2464,2464,2464,19786,19786,1,0,0,0.999942273,2
37086,2007/3/13,2009/11/7,男,4,荆州,湖北,CN,71,2014/3/31,25,19705,0,0,16203,5926,34622,23790.69,2014/3/26,3.125,2463.125,135,6,24.58333333,130,888,0,3,0.687155277,16,9,14233,5472,0,888,888,0,20593,5472,0.36,0.64,0.72226733,0.277681924,4
37464,2010/9/5,2010/9/5,男,5,顺德,广东,CN,41,2014/3/31,28,19562,0,0,10075,12141,34460,23787.37,2014/3/30,3.5,2445.25,18,2,26.33333333,130,0,0,0,0.690289321,12,16,8915,10647,0,0,0,0,19562,10647,0.571428571,0.428571429,0.455707202,0.544241681,0
60177,2011/12/16,2011/12/17,女,5,金华县,浙江,CN,44,2014/3/31,34,17082,0,288,7895,16169,36549,23786.3,2014/3/6,4.25,2135.25,15,26,20.90909091,103,0,0,0,0.650805768,11,23,4838,12244,288,0,288,288,17370,12532,0.676470588,0.323529412,0.283205526,0.716735936,0
19083,2006/11/6,2007/2/18,男,4,广州,广东,CN,45,2014/3/31,19,20916,0,0,11123,10102,33110,23782.93,2014/3/11,2.375,2614.5,19,21,38.38888889,146,0,0,0,0.718300513,8,11,10432,10484,0,0,0,0,20916,10484,0.578947368,0.421052632,0.498733088,0.501219104,0
2105,2005/3/26,2005/4/23,女,4,广州,广东,CN,53,2014/3/31,19,21450,0,0,10409,10880,34619,23782.31,2013/11/15,2.375,2681.25,60,138,29.61111111,99,0,0,0,0.686972761,9,10,9589,11861,0,0,0,0,21450,11861,0.526315789,0.473684211,0.447018787,0.552934595,0
1152,2007/5/26,2009/9/30,男,5,,北京,CN,46,2014/3/31,21,22740,0,2563,7433,15461,26316,23779.7,2014/2/1,2.625,2842.5,202,60,23.45,137,0,0,0,0.903621371,8,13,7024,15716,2563,0,2563,2563,25303,18279,0.619047619,0.380952381,0.308869443,0.691086584,2
6516,2012/5/7,2012/5/16,男,4,广州,广东,CN,42,2014/3/31,27,15820,0,0,8886,11887,44923,23774.19,2014/3/15,3.375,1977.5,9,17,25.73076923,79,0,0,0,0.529220889,15,12,6613,9207,0,0,0,0,15820,9207,0.444444444,0.555555556,0.417988749,0.581948044,0
17693,2005/9/9,2005/9/9,男,4,长春,吉林,CN,40,2014/3/31,18,20499,0,0,5814,15542,30096,23773.49,2013/11/2,2.25,2562.375,1,151,34.05882353,133,0,0,4,0.789921917,6,12,4679,15820,0,0,0,0,20499,15820,0.666666667,0.333333333,0.228243902,0.771707317,4
