MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
2099,2005/3/15,2005/4/6,男,4,广州,广东,CN,38,2014/3/31,28,20851,0,0,7732,15176,41769,26527.6,2014/3/28,3.5,2606.375,2,4,26.85185185,119,6500,0,0,0.635102588,11,17,7653,13198,0,6500,6500,0,27351,13198,0.607142857,0.392857143,0.367015154,0.632936889,1
29393,2007/6/7,2008/7/19,男,4,浏阳,湖南,CN,33,2014/3/31,46,23087,0,1213,8980,18448,35331,26527.34,2014/3/30,5.75,2885.875,6,2,16.06666667,68,0,0,0,0.750823356,15,31,7892,15195,1213,0,1213,1213,24300,16408,0.673913043,0.326086957,0.341822592,0.658134096,0
22248,2009/10/1,2009/10/1,男,5,长春,吉林,CN,35,2014/3/31,22,22803,0,0,0,14583,34020,26526.38,2014/3/31,2.75,2850.375,85,1,30.71428571,164,0,0,0,0.779728983,4,18,4365,18438,0,0,0,0,22803,18438,0.818181818,0.181818182,0.191413787,0.808542361,0
56423,2005/10/18,2005/10/18,男,6,番禺,广东,CN,45,2014/3/31,18,24997,0,0,0,24744,24435,26524.48,2014/3/30,2.25,3124.625,506,2,13.11764706,41,0,0,0,1.085511766,0,18,0,24997,0,0,0,0,24997,24997,1,0,0,0.999959997,0
38729,2007/9/26,2011/7/20,男,6,广州,广东,CN,50,2014/3/31,22,23892,0,0,12942,11590,34013,26520.77,2014/3/27,2.75,2986.5,43,5,32.52380952,107,0,0,2,0.779724517,9,13,12556,11336,0,0,0,0,23892,11336,0.590909091,0.409090909,0.525509563,0.474448583,2
15987,2012/12/24,2012/12/24,男,4,ULAANBAATAR,-,MN,37,2014/3/31,18,16690,0,0,7330,12448,38241,26518.57,2014/3/23,3,2781.666667,0,9,26.76470588,162,0,0,0,0.693459115,7,11,6755,9935,0,0,0,0,16690,9935,0.611111111,0.388888889,0.404709125,0.595230963,0
27321,2011/6/30,2011/6/30,女,4,佛山,广东,CN,66,2014/3/31,7,23044,0,0,7713,5100,38209,26513.41,2014/3/21,0.875,2880.5,161,11,93.16666667,260,5614,3271,0,0.693904839,3,4,18792,4252,0,8885,8885,3271,31929,7523,0.571428571,0.428571429,0.815448036,0.18450857,24
4521,2010/8/30,2010/9/28,男,4,上海,上海,CN,53,2014/3/31,23,21987,0,0,7010,1868,34195,26513.07,2014/3/12,2.875,2748.375,72,20,29.04545455,178,0,0,1,0.77534932,15,8,16728,5259,0,0,0,0,21987,5259,0.347826087,0.652173913,0.760778607,0.239175914,1
49107,2011/4/26,2011/10/24,男,4,郑州,河南,CN,35,2014/3/31,30,20292,0,92,11197,12730,35905,26513.05,2014/1/6,3.75,2536.5,10,86,21.89655172,87,0,0,0,0.738422225,14,16,9741,10551,92,0,92,92,20384,10643,0.533333333,0.466666667,0.48001774,0.519932982,0
8406,2011/7/1,2011/7/19,男,4,乌鲁木齐,新疆,CN,47,2014/3/31,20,19769,0,0,4473,16879,49539,26510.59,2014/3/16,2.5,2471.125,211,16,26.52631579,122,0,1260,0,0.535145845,5,15,4643,15126,0,1260,1260,1260,21029,16386,0.75,0.25,0.234850784,0.765098634,2
46715,2012/2/7,2012/2/7,女,4,广州,广东,CN,33,2014/3/31,20,23561,0,0,23354,0,37008,26508.72,2012/11/24,2.5,2945.125,0,494,12.47368421,41,0,0,2,0.716297017,20,0,23561,0,0,0,0,0,23561,0,0,1,0.999957559,0,3
19178,2007/1/22,2007/4/14,男,4,广州,广东,CN,42,2014/3/31,25,24525,0,0,14386,640,29777,26500.5,2013/4/8,3.125,3065.625,4,359,15.33333333,77,0,0,1,0.88996541,24,1,24046,479,0,0,0,0,24525,479,0.04,0.96,0.980428933,0.019530294,1
53751,2007/8/31,2007/8/31,女,4,长春,吉林,CN,34,2014/3/31,21,23110,0,0,4208,10045,34964,26499.55,2014/3/30,2.625,2888.75,35,2,34.7,126,0,0,0,0.757909564,10,11,9694,13416,0,0,0,0,23110,13416,0.523809524,0.476190476,0.41945394,0.580502791,0
49919,2012/2/8,2012/4/29,男,4,增城,广东,CN,42,2014/3/31,17,27640,0,0,17427,13017,37474,26498.03,2014/2/11,2.125,3455,28,50,40.8125,156,0,3984,0,0.707104392,10,7,16398,11242,0,3984,3984,3984,31624,15226,0.411764706,0.588235294,0.593249159,0.406714663,2
42140,2011/12/16,2011/12/16,男,4,上海,上海,CN,43,2014/3/31,35,23912,0,0,29269,7210,42060,26495.54,2014/1/3,4.375,2989,2,89,18.82352941,206,0,0,0,0.629946267,29,6,20084,3828,0,0,0,0,23912,3828,0.171428571,0.828571429,0.839877891,0.160080291,3
13080,2009/6/30,2009/6/30,男,4,广州,广东,CN,42,2014/3/31,11,24900,0,0,3495,20586,34901,26495.26,2014/3/13,1.375,3112.5,24,19,68.8,455,227,159,0,0.759154752,4,7,3133,21767,0,386,386,159,25286,21926,0.636363636,0.363636364,0.12581824,0.874141601,10
35191,2013/2/11,2013/3/25,男,5,哈尔滨,黑龙江,CN,41,2014/3/31,21,24861,0,0,3574,20886,28974,26492.2,2014/2/23,4.2,4972.2,42,38,16.75,96,0,0,0,0.914343895,2,19,3038,21823,0,0,0,0,24861,21823,0.904761905,0.095238095,0.122194514,0.877765264,0
53253,2012/4/12,2012/4/12,男,4,哈尔滨,黑龙江,CN,41,2014/3/31,34,25197,0,0,12963,12307,32548,26489.45,2014/3/20,4.25,3149.625,0,12,21.45454545,143,0,0,0,0.813857994,17,17,11876,13321,0,0,0,0,25197,13321,0.5,0.5,0.471307247,0.528653068,0
57522,2008/10/18,2009/8/1,男,4,深圳,广东,CN,44,2014/3/31,21,23303,0,0,10588,9794,37737,26488.55,2014/2/16,2.625,2912.875,2,45,34.2,182,0,217,0,0.701925166,12,9,14704,8599,0,217,217,217,23520,8816,0.428571429,0.571428571,0.630964641,0.368992448,1
38204,2005/6/29,2006/4/28,男,4,上海,上海,CN,52,2014/3/31,18,23418,0,0,5694,7600,21130,26488.42,2014/1/15,2.25,2927.25,67,77,34.52941176,138,23688,7200,0,1.253592996,11,7,15321,8097,0,30888,30888,7200,54306,15297,0.388888889,0.611111111,0.654212392,0.345744908,26
21375,2012/8/5,2012/8/5,女,4,SURABAYA,JAWA TIMUR,ID,51,2014/3/31,20,16833,0,0,5936,10085,43629,26485.55,2014/3/1,2.857142857,2404.714286,0,31,30.21052632,129,0,0,0,0.607062963,8,12,6507,10326,0,0,0,0,16833,10326,0.6,0.4,0.386539147,0.613401449,0
5276,2011/6/27,2011/6/27,男,4,北京,北京,CN,46,2014/3/31,20,24121,0,0,4303,18586,34370,26484.82,2014/1/25,2.5,3015.125,72,67,31.15789474,125,0,0,0,0.770579575,3,17,4006,20115,0,0,0,0,24121,20115,0.85,0.15,0.166072465,0.833886079,0
13463,2010/7/15,2010/7/15,男,4,广州,广东,CN,32,2014/3/31,28,21612,0,0,850,23685,41606,26484.11,2014/3/24,3.5,2701.5,341,8,14.14814815,64,0,0,0,0.63654545,1,27,763,20849,0,0,0,0,21612,20849,0.964285714,0.035714286,0.035302827,0.964650905,0
21439,2008/9/17,2008/9/18,男,4,,,CN,30,2014/3/31,19,18017,0,0,16719,3927,36822,26480.4,2014/2/1,2.375,2252.125,23,60,36,322,0,710,1,0.719146163,16,3,13722,4295,0,710,710,710,18727,5005,0.157894737,0.842105263,0.761571762,0.238372738,4
41396,2012/2/14,2012/2/14,男,4,大连,辽宁,CN,44,2014/3/31,34,20458,0,0,1065,7142,37024,26476.76,2014/3/9,4.25,2557.25,16,23,20.96969697,171,0,0,0,0.715124244,22,12,11780,8678,0,0,0,0,20458,8678,0.352941176,0.647058824,0.575785718,0.424165404,0
18178,2010/4/12,2010/10/27,男,4,大连,辽宁,CN,48,2014/3/31,33,21962,0,0,10027,2966,33315,26471.14,2014/3/10,4.125,2745.25,3,22,22.0625,189,5510,2884,2,0.794571214,25,8,16952,5010,0,8394,8394,2884,30356,7894,0.242424242,0.757575758,0.771843555,0.228110914,28
50205,2012/3/7,2012/3/7,男,4,广州,广东,CN,38,2014/3/31,32,20607,0,0,8094,16632,41888,26470.78,2014/3/25,4,2575.875,72,7,21.03225806,128,0,0,0,0.631941845,11,21,5778,14829,0,0,0,0,20607,14829,0.65625,0.34375,0.280376553,0.719574922,0
44876,2008/10/19,2008/10/19,男,4,哈尔滨,黑龙江,CN,41,2014/3/31,34,23957,0,0,15939,8244,42730,26470.4,2014/1/25,4.25,2994.625,44,67,18.78787879,104,413,0,5,0.619480459,22,12,15382,8575,0,413,413,0,24370,8575,0.352941176,0.647058824,0.642040237,0.357918023,6
7832,2011/9/21,2011/9/23,男,4,沈阳市,辽宁省,CN,56,2014/3/31,19,17141,0,0,13175,9096,46200,26465.48,2013/8/12,2.375,2142.625,11,233,27.05555556,154,0,0,3,0.572845887,12,7,9807,7334,0,0,0,0,17141,7334,0.368421053,0.631578947,0.572103605,0.427838059,3
43216,2013/2/8,2013/2/13,男,4,哈尔滨,黑龙江,CN,44,2014/3/31,30,26818,0,1395,4859,19084,35134,26462.85,2014/3/4,6,5363.6,5,28,13.27586207,138,0,0,0,0.753197757,7,23,5416,21402,1395,0,1395,1395,28213,22797,0.766666667,0.233333333,0.201946381,0.798016332,0
36419,2012/8/23,2012/9/1,女,4,深圳,广东,CN,35,2014/3/31,26,20219,0,0,5057,9076,35546,26461.08,2014/3/30,3.714285714,2888.428571,9,2,23.04,133,1466,2616,1,0.744417937,14,12,13085,7134,0,4082,4082,2616,24301,9750,0.461538462,0.538461538,0.647131553,0.352818991,15
41188,2012/6/16,2012/6/16,男,4,上海,上海,CN,37,2014/3/31,14,23727,0,0,6940,6447,18317,26456.58,2014/1/21,1.75,2965.875,0,71,44.92307692,192,888,0,0,1.444372987,7,7,12080,11647,0,888,888,0,24615,11647,0.5,0.5,0.509103169,0.490854686,1
57198,2011/3/12,2011/3/12,女,4,广州,广东,CN,59,2014/3/31,10,14967,0,0,1870,11378,38065,26453.34,2014/2/17,1.25,1870.875,10,44,75.22222222,364,0,0,0,0.694951793,2,8,1526,13441,0,0,0,0,14967,13441,0.8,0.2,0.101950828,0.897982362,0
34386,2013/2/11,2013/2/11,男,5,增城,广东,CN,53,2014/3/31,20,26577,0,0,3140,19766,32603,26453.31,2014/2/3,4,5315.4,0,58,18.78947368,91,0,0,0,0.81137656,2,18,3499,23078,0,0,0,0,26577,23078,0.9,0.1,0.131650237,0.868312138,0
33369,2012/4/23,2012/4/24,女,4,广州市,,CN,30,2014/3/31,19,16466,0,0,12336,5971,35269,26451.78,2014/3/29,2.375,2058.25,1,3,39.16666667,175,0,0,0,0.750000851,9,10,12026,4440,0,0,0,0,16466,4440,0.526315789,0.473684211,0.730309103,0.269630169,0
49611,2010/8/2,2010/8/2,男,5,深圳,广东,CN,34,2014/3/31,31,22403,0,0,11107,10052,33290,26451.31,2014/3/23,3.875,2800.375,17,9,23.5,119,23022,0,0,0.794572244,19,12,13517,8886,0,23022,23022,0,45425,8886,0.387096774,0.612903226,0.603329763,0.396625603,14
56148,2005/2/12,2005/3/17,男,5,深圳市,广东,CN,46,2014/3/31,33,21507,0,661,7269,14967,39889,26451.14,2014/3/20,4.125,2688.375,23,12,21.75,92,0,0,0,0.663118654,10,23,9215,12292,661,0,661,661,22168,12953,0.696969697,0.303030303,0.42844523,0.571508276,0
10389,2010/8/25,2011/6/18,女,4,珠海,广东,CN,36,2014/3/31,19,23157,0,0,23524,898,36245,26449.95,2013/5/20,2.375,2894.625,9,317,22.5,118,2809,2037,0,0.729754449,17,2,22714,443,0,4846,4846,2037,28003,2480,0.105263158,0.894736842,0.98082736,0.019129459,14
19105,2006/12/18,2007/11/18,男,4,广州,广东,CN,40,2014/3/31,14,27164,0,0,18332,14305,29295,26449.75,2014/3/6,1.75,3395.5,183,26,40.15384615,165,500,0,1,0.902875917,6,8,16938,10226,0,500,500,0,27664,10226,0.571428571,0.428571429,0.623522916,0.376440272,2
42684,2012/6/17,2012/6/17,女,4,Chigasaki-shi,Kanagawa-ken,JP,59,2014/3/31,13,28083,0,0,15186,11275,38146,26447,2014/2/4,1.625,3510.375,0,57,49.75,85,0,4694,2,0.693309915,7,6,16347,11736,0,4694,4694,4694,32777,16430,0.461538462,0.538461538,0.582075203,0.41788919,4
59180,2011/2/22,2011/2/22,男,4,深圳,广东,CN,32,2014/3/31,23,24292,0,0,4207,17759,36234,26446.89,2014/3/15,2.875,3036.5,5,17,32.22727273,200,1500,800,1,0.729891538,5,18,5989,18303,0,2300,2300,800,26592,19103,0.782608696,0.217391304,0.246531923,0.753426913,3
55163,2007/2/25,2007/4/16,男,4,深圳,广东,CN,40,2014/3/31,18,22737,0,0,7436,10336,33287,26441.6,2013/11/9,2.25,2842.125,36,144,32.41176471,131,0,0,0,0.794352149,8,10,10612,12125,0,0,0,0,22737,12125,0.555555556,0.444444444,0.466707714,0.533248307,0
26251,2011/1/31,2011/4/15,女,4,广州,广东,CN,48,2014/3/31,24,19960,0,0,10744,12273,40875,26440.6,2013/12/8,3,2495,120,115,21.56521739,73,0,0,0,0.646864832,11,13,10110,9850,0,0,0,0,19960,9850,0.541666667,0.458333333,0.506487651,0.493462251,0
50732,2011/7/26,2011/7/26,男,5,上海市,.,CN,54,2014/3/31,27,24891,0,0,960,16019,32535,26434.8,2014/3/16,3.375,3111.375,358,16,13.73076923,59,0,500,0,0.812503458,2,25,2283,22608,0,500,500,500,25391,23108,0.925925926,0.074074074,0.091716214,0.908243612,1
8943,2008/11/4,2009/11/12,女,4,乌鲁木齐,新疆,CN,29,2014/3/31,16,16445,0,0,13544,7615,43799,26433.65,2013/9/10,2,2055.625,26,204,33.4,121,1500,0,1,0.60352177,10,6,10775,5670,0,1500,1500,0,17945,5670,0.375,0.625,0.655174511,0.344764684,2
47890,2008/2/22,2011/8/5,男,4,汕头,广东,CN,34,2014/3/31,27,27979,0,0,8810,18634,32389,26433.37,2013/12/3,3.375,3497.375,1,120,23.46153846,90,0,7000,0,0.816121831,11,16,8069,19910,0,7000,7000,7000,34979,26910,0.592592593,0.407407407,0.28838456,0.7115797,1
10126,2007/4/13,2007/4/13,男,4,北京,北京,CN,54,2014/3/31,26,22526,0,0,19505,1334,39764,26433.2,2013/7/9,3.25,2815.75,3,267,18.44,132,0,0,0,0.664752037,25,1,21182,1344,0,0,0,0,22526,1344,0.038461538,0.961538462,0.94029387,0.059661739,0
41384,2012/3/27,2012/8/1,男,4,大连,辽宁,CN,52,2014/3/31,32,21625,0,0,14527,12811,31022,26432.2,2014/3/31,4,2703.125,122,1,19.61290323,131,0,0,0,0.852046934,13,19,12537,9088,0,0,0,0,21625,9088,0.59375,0.40625,0.579718857,0.420234902,0
8433,2006/9/30,2006/9/30,男,4,大连,辽宁,CN,35,2014/3/31,25,22027,0,0,14457,6670,31484,26430.86,2014/3/2,3.125,2753.375,37,30,27.66666667,141,0,0,0,0.839501334,18,7,15567,6460,0,0,0,0,22027,6460,0.28,0.72,0.706691484,0.29326312,0
14716,2011/12/24,2011/12/24,男,4,重庆,重庆,CN,31,2014/3/31,34,22643,0,0,12364,11371,33320,26430.6,2014/3/5,4.25,2830.375,49,27,19.84848485,45,0,0,0,0.793235294,17,17,11993,10650,0,0,0,0,22643,10650,0.5,0.5,0.529632574,0.470323264,0
34861,2011/4/21,2011/4/23,男,4,鞍山市,辽宁省,CN,47,2014/3/31,27,20697,0,0,6703,16694,32560,26429.98,2014/2/20,3.375,2587.125,46,41,24.76923077,128,0,0,0,0.811731572,9,18,5552,15145,0,0,0,0,20697,15145,0.666666667,0.333333333,0.268238477,0.731713209,0
26819,2008/3/5,2008/3/5,男,4,沈阳,辽宁,CN,47,2014/3/31,35,22430,0,0,16472,8031,36267,26428.3,2013/11/22,4.375,2803.75,92,131,14.94117647,78,0,0,2,0.72871481,23,12,14799,7631,0,0,0,0,22430,7631,0.342857143,0.657142857,0.659756587,0.340198832,2
8574,2007/9/14,2007/9/17,男,4,沈阳市,辽宁省,CN,46,2014/3/31,27,14180,0,0,10197,10811,44854,26426.47,2013/12/11,3.375,1772.5,95,112,20.15384615,95,0,16,0,0.589166407,11,16,7286,6894,0,16,16,16,14196,6910,0.592592593,0.407407407,0.513786052,0.486143431,1
42025,2012/5/7,2012/5/21,男,4,台山,广东,CN,41,2014/3/31,18,26607,0,0,4934,18155,31408,26426.33,2014/3/30,2.25,3325.875,14,2,39.94117647,179,0,0,2,0.8413885,4,14,4747,21860,0,0,0,0,26607,21860,0.777777778,0.222222222,0.178404991,0.821557426,2
40505,2010/7/29,2010/7/29,男,5,北京,北京,CN,37,2014/3/31,46,24621,0,1347,9168,12836,31400,26424.6,2014/3/31,5.75,3077.625,11,1,15.97777778,85,0,0,1,0.841547771,15,31,8243,16378,1347,0,1347,1347,25968,17725,0.673913043,0.326086957,0.334781902,0.665177484,2
2633,2008/3/10,2012/9/19,男,4,徐州,江苏,CN,52,2014/3/31,28,22528,0,75,6862,16224,37004,26424.35,2014/2/21,3.5,2816,171,40,19.25925926,70,0,0,0,0.714094422,9,19,6357,16171,75,0,75,75,22603,16246,0.678571429,0.321428571,0.282169648,0.717785965,0
21490,2008/10/18,2009/4/16,男,4,北京,北京,CN,46,2014/3/31,18,22655,0,0,18627,4092,30318,26423.55,2013/12/29,2.25,2831.875,12,94,36.76470588,226,0,0,4,0.871546606,15,3,19561,3094,0,0,0,0,22655,3094,0.166666667,0.833333333,0.863391596,0.136564266,6
41282,2011/5/5,2013/5/12,男,4,CHANDLER,ARROMD,US,29,2014/3/31,4,18608,0,0,0,7600,48928,26421.12,2013/12/19,0.5,2326,406,104,73.66666667,170,0,0,0,0.54,0,4,0,18608,0,0,0,0,18608,18608,1,0,0,0.999946263,0
59037,2011/11/23,2011/11/23,男,5,阳江,广东,CN,48,2014/3/31,14,23009,0,0,8240,13907,28780,26419.02,2014/2/9,1.75,2876.125,104,52,44.23076923,159,0,0,0,0.917964559,4,10,8841,14168,0,0,0,0,23009,14168,0.714285714,0.285714286,0.38422425,0.61573229,0
56293,2005/6/15,2005/8/18,男,5,广州,广东,CN,42,2014/3/31,23,23995,0,0,3689,20337,36627,26418.14,2014/3/19,2.875,2999.375,176,13,24.63636364,176,0,0,0,0.721275016,4,19,3814,20181,0,0,0,0,23995,20181,0.826086957,0.173913043,0.158943157,0.841015169,0
56882,2008/1/14,2008/1/14,男,4,深圳,广东,CN,72,2014/3/31,24,21652,0,0,9985,13348,38357,26417.8,2014/3/24,3,2706.5,8,8,31.08695652,164,0,0,0,0.688734781,11,13,7766,13886,0,0,0,0,21652,13886,0.541666667,0.458333333,0.358656999,0.641296818,0
53881,2007/8/16,2007/8/16,男,4,哈尔滨,黑龙江,CN,37,2014/3/31,30,25763,0,0,8544,14457,35982,26417.1,2014/3/17,3.75,3220.375,112,15,20.82758621,73,0,0,3,0.734175421,12,18,9822,15941,0,0,0,0,25763,15941,0.6,0.4,0.381229623,0.618731563,3
42905,2012/7/31,2012/8/7,女,4,番禺,广东,CN,20,2014/3/31,20,24039,0,0,7990,14841,39340,26416.81,2014/3/23,2.857142857,3434.142857,7,9,31.26315789,88,0,0,0,0.6715,7,13,8013,16026,0,0,0,0,24039,16026,0.65,0.35,0.333319468,0.666638935,0
8709,2008/9/13,2008/9/13,女,4,长春,吉林,CN,54,2014/3/31,24,22450,0,0,6012,5433,34859,26413.09,2014/3/20,3,2806.25,77,12,27.91304348,138,0,0,0,0.757712212,13,11,10058,12392,0,0,0,0,22450,12392,0.458333333,0.541666667,0.447997862,0.551957597,0
30623,2008/9/10,2008/11/7,男,4,名古屋市,爱知县,JP,48,2014/3/31,18,19704,0,0,24305,1113,29630,26412.56,2013/12/5,2.25,2463,18,118,35,220,0,0,0,0.891412757,16,2,17336,2368,0,0,0,0,19704,2368,0.111111111,0.888888889,0.879776706,0.120172545,0
29367,2005/11/22,2006/2/22,男,4,ENINGEN U A,Germany,DE,48,2014/3/31,29,23575,0,128,8271,11898,32356,26411.8,2014/1/28,3.625,2946.875,85,64,20.78571429,105,0,0,0,0.816287551,13,16,11193,12382,128,0,128,128,23703,12510,0.551724138,0.448275862,0.47476247,0.525195114,0
42365,2012/4/29,2012/4/29,男,4,辽源市,吉林省,CN,35,2014/3/31,18,20179,0,0,7469,11373,32790,26410.27,2014/2/5,2.25,2522.375,0,56,38.05882353,85,0,0,0,0.805436719,9,9,10820,9359,0,0,0,0,20179,9359,0.5,0.5,0.53617443,0.463776016,0
45947,2006/11/7,2008/1/30,女,4,BALDWIN PARK,CALIFORNIA,US,32,2014/3/31,5,19030,0,0,4950,4252,50027,26404.41,2014/3/12,0.625,2378.75,319,20,98,317,0,0,0,0.527803186,2,3,9304,9726,0,0,0,0,19030,9726,0.6,0.4,0.488886554,0.511060901,0
62202,2010/7/28,2010/10/30,男,4,深圳,广东,CN,42,2014/3/31,22,21591,0,0,19867,2690,35032,26403.37,2013/9/26,2.75,2698.875,1,188,25.80952381,131,500,0,1,0.753692909,19,3,19369,2222,0,500,500,0,22091,2222,0.136363636,0.863636364,0.897045202,0.102908485,2
996,2007/1/4,2008/8/6,男,5,郑州市,河南,CN,47,2014/3/31,40,25146,0,794,11040,14460,28364,26402.24,2014/3/16,5,3143.25,141,16,14.71794872,50,0,0,2,0.930836271,16,24,10336,14810,794,0,794,794,25940,15604,0.6,0.4,0.411023184,0.58893705,2
15706,2012/8/5,2012/8/24,男,5,大连,辽宁,CN,44,2014/3/31,41,22687,0,1335,11400,15830,33752,26401.31,2014/3/20,5.857142857,3241,19,12,14.35,56,3200,20800,0,0.782214684,15,26,8492,14195,1335,24000,25335,22135,48022,36330,0.634146341,0.365853659,0.374294781,0.625661142,22
29071,2005/1/9,2005/2/20,男,4,北京,北京,CN,55,2014/3/31,33,17577,0,0,11261,7679,42315,26398.07,2014/3/15,4.125,2197.125,14,17,21.875,91,0,500,0,0.623846626,18,15,10441,7136,0,500,500,500,18077,7636,0.454545455,0.545454545,0.593981113,0.405961998,1
400,2012/7/21,2012/9/14,男,4,广州,广东,CN,34,2014/3/31,29,20536,0,0,9124,16021,39897,26395.88,2014/3/28,4.142857143,2933.714286,55,4,20.03571429,118,1908,3909,1,0.661600622,10,19,8243,12293,0,5817,5817,3909,26353,16202,0.655172414,0.344827586,0.401373131,0.598578176,28
9387,2012/9/19,2012/12/23,男,4,广州,广东,CN,36,2014/3/31,18,25296,0,0,2380,21091,32256,26394.7,2014/3/31,2.571428571,3613.714286,95,1,27.29411765,104,15,21283,1,0.81828807,2,16,2671,22625,0,21298,21298,21283,46594,43908,0.888888889,0.111111111,0.105585643,0.894374827,29
